nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm2807724	Danny Ricker	\N	\N	['writer', 'producer', 'miscellaneous']	['tt0320037', 'tt3170054', 'tt5889946', 'tt7235270']
nm2811587	Josep Morell	\N	\N	['director', 'writer']	['tt1126592', 'tt1517126', 'tt2747394', 'tt1973375']
nm2825058	William Catlett	\N	\N	['actor', 'producer', 'writer']	['tt13655456', 'tt9048840', 'tt6905686', 'tt6045840']
nm2825353	Rowan Cutler	\N	\N	['writer']	['tt0870039']
nm2829062	Luke Stanaway	1988	\N	['actor', 'producer', 'director']	['tt9910694', 'tt10778608', 'tt1416801', 'tt1107394']
nm2839006	Jonathan Kutner	\N	\N	['cinematographer', 'director', 'producer']	['tt1428558', 'tt14770814', 'tt1287334', 'tt14741160']
nm2840457	Deanna Rashell	1982	\N	['actress', 'director', 'writer']	['tt3625998', 'tt4896712', 'tt2113659', 'tt3560084']
nm2852769	Paul Salfen	1975	\N	['producer', 'writer', 'actor']	['tt2992096', 'tt2479942', 'tt3916052', 'tt0388629']
nm2854099	Andrea Cavaletto	1976	\N	['writer', 'art_department']	['tt13671168', 'tt1920956', 'tt1530883', 'tt2689660']
nm2861201	Brian Rosenthal	1989	\N	['actor', 'writer', 'producer']	['tt2275492', 'tt13254818', 'tt5891144', 'tt2033193']
nm2862469	Ora Yashar	\N	\N	['miscellaneous', 'script_department', 'director']	['tt2455514', 'tt1381815', 'tt1456112', 'tt5300324']
nm2865763	Fiammetta Venner	\N	\N	['writer', 'director', 'producer']	['tt8650604', 'tt7858472', 'tt7117684', 'tt11725162']
nm2871817	Patrick Reed	\N	\N	['director', 'producer', 'writer']	['tt0198190', 'tt4935860', 'tt1819713', 'tt1158333']
nm2888297	Ryan Mulvaney	\N	\N	['editor', 'director']	['tt13400144', 'tt1166502', 'tt2255869']
nm2890902	James Lester	\N	\N	['editor', 'producer', 'editorial_department']	['tt5249098', 'tt10701384', 'tt11905696', 'tt4023504']
nm2896481	Ricky Victoria	\N	\N	['writer']	['tt10845704', 'tt2255053']
nm2906763	Matt Schiller	\N	\N	['miscellaneous', 'producer', 'writer']	['tt4916574', 'tt5527612', 'tt8019704', 'tt0288937']
nm2914892	Craig Windes	\N	\N	['editorial_department', 'producer', 'production_manager']	['tt0877512', 'tt3565412', 'tt4335742', 'tt1711500']
nm2918300	Justin Younesi	\N	\N	['producer', 'writer', 'director']	['tt1417102', 'tt1489914', 'tt1959526', 'tt2248697']
nm2923457	Marietta M. Lamasan	\N	\N	['writer', 'producer']	['tt1909469', 'tt0326359', 'tt0343676', 'tt2705666']
nm2931178	Jesse Chapman	\N	\N	['editorial_department', 'miscellaneous', 'camera_department']	['tt5034838', 'tt2660888', 'tt1386703', 'tt2820852']
nm2935845	Jürgen Schindler	\N	\N	['director']	['tt1076949', 'tt0844465', 'tt0310534']
nm2945158	Donatella Fossataro	\N	\N	['writer', 'director', 'editor']	['tt1637665', 'tt1510297', 'tt1991029', 'tt0946589']
nm2945803	Nicola Cometti	\N	\N	['writer', 'director', 'editor']	['tt0337776', 'tt0946589', 'tt1523387', 'tt1991029']
nm2949090	Bella King	\N	\N	['actress', 'director', 'writer']	['tt1103987', 'tt0279600', 'tt3566344', 'tt1486185']
nm2959350	Maceo Greenberg	\N	\N	['miscellaneous', 'director', 'producer']	['tt1887101', 'tt5319298', 'tt10188398', 'tt1334436']
nm2964527	Ross Willett	\N	\N	['actor', 'cinematographer', 'editor']	['tt2161515', 'tt5773758', 'tt2107697', 'tt8510624']
nm2979060	Raymond Diamzon	\N	\N	['writer', 'miscellaneous', 'actor']	['tt1825244', 'tt0419253', 'tt1909469', 'tt2313838']
nm2991889	Michael Younesi	\N	\N	['producer', 'director', 'writer']	['tt1417102', 'tt11082512', 'tt1680729', 'tt1489914']
nm3006046	Joey Manderino	\N	\N	['writer', 'producer', 'actor']	['tt1826909', 'tt6396082', 'tt1830491']
nm3016079	Jaison H. Costley	\N	\N	['camera_department', 'producer', 'director']	['tt8358450', 'tt2834018', 'tt7074662', 'tt1528816']
nm3029839	James III	1986	\N	['actor', 'writer', 'producer']	['tt10675488', 'tt11097072', 'tt2085059']
nm3048998	Kazuki Hirata	\N	\N	['miscellaneous', 'producer', 'director']	['tt4389380', 'tt8557622', 'tt6023468', 'tt1430116']
nm3061630	Philip Donohue	\N	\N	['actor', 'producer', 'writer']	['tt2419282', 'tt5592212', 'tt3544602', 'tt1437794']
nm3061680	Philip Jessen	\N	\N	['producer', 'writer', 'actor']	['tt3951558', 'tt5325604', 'tt2953290', 'tt1437794']
nm3064573	Keight Leighn	\N	\N	['actress', 'director', 'producer']	['tt1841958', 'tt4510308', 'tt2595668', 'tt2505172']
nm3070722	Mario Lizondo	\N	\N	['camera_department', 'director', 'cinematographer']	['tt3467724', 'tt1808271', 'tt1815564', 'tt1821439']
nm3083511	Geoff Bunch	\N	\N	['producer', 'writer', 'actor']	['tt1342875', 'tt2373821', 'tt1332130', 'tt3874906']
nm3084236	Joey Castro	\N	\N	['editor', 'editorial_department', 'director']	['tt1532921', 'tt3233980', 'tt8845428', 'tt1641613']
nm3088056	Jef Phillips	\N	\N	['producer', 'miscellaneous', 'writer']	['tt2730018', 'tt2324928', 'tt8358450', 'tt2187576']
nm3095438	Smilja Veris	\N	\N	['director', 'writer', 'sound_department']	['tt1273669']
nm3106094	Cristian Bajora	1987	\N	['director', 'actor', 'writer']	['tt16026156', 'tt0929792', 'tt1419536']
nm3110105	Mark Roessler	\N	\N	['writer', 'producer', 'editor']	['tt12820194', 'tt4114932', 'tt6097400', 'tt6135076']
nm3118097	Paul Komadina	\N	\N	['director', 'producer', 'writer']	['tt1371623', 'tt8443868', 'tt8302620', 'tt6466572']
nm3125562	Eric Temple	\N	\N	['director', 'cinematographer', 'editor']	['tt0891100', 'tt1532588', 'tt1954425', 'tt2327974']
nm3132276	P. Mille	\N	\N	['writer']	['tt1291667']
nm3132845	Andrew Abrahamson	\N	\N	['producer', 'actor', 'writer']	['tt1548859', 'tt1387453', 'tt1718735', 'tt1403198']
nm3133287	Steve Cowan	\N	\N	['director', 'producer', 'writer']	['tt0891100', 'tt2343687', 'tt1449804', 'tt1449800']
nm3133839	Bayou Bennett	\N	\N	['director', 'producer', 'writer']	['tt3317740', 'tt2220528', 'tt1623153', 'tt6901304']
nm3137080	Ernst Sander	1898	1976	['writer']	['tt0073671', 'tt4489444', 'tt0053812', 'tt1325799']
nm3146015	Manos Triantafillakis	1974	\N	['actor', 'director', 'writer']	['tt2181959', 'tt1111262', 'tt1092030', 'tt15127768']
nm3148014	Dawna Lee Heising	1953	\N	['actress', 'producer', 'director']	['tt13925360', 'tt14110458', 'tt10047958', 'tt4671296']
nm3149088	Angie Kai	1981	\N	['actress', 'writer']	['tt1422852', 'tt1288410', 'tt1367144', 'tt3857098']
nm3161997	Kurt Seeger	\N	\N	['writer', 'director']	['tt1307964', 'tt1645057', 'tt2571598']
nm3162682	Daniel Howald	\N	\N	['writer', 'director', 'producer']	['tt11924796', 'tt1552986', 'tt1310629', 'tt3863888']
nm3167946	Annie Capell	\N	\N	['writer']	['tt0369636', 'tt0223767']
nm3170131	Simon Glas	\N	\N	['writer']	['tt1219364']
nm3184547	Joshua Eady	\N	\N	['editor', 'editorial_department', 'director']	['tt2960796', 'tt1466880', 'tt1320363', 'tt3328372']
nm3195465	Nikos Kourous	\N	\N	['actor', 'director', 'writer']	['tt5494830', 'tt14670272', 'tt12127762', 'tt6930218']
nm3196148	Vasilis Samaritakis	\N	\N	['actor', 'director', 'writer']	['tt6987380', 'tt10943458', 'tt9081812', 'tt0368619']
nm3197908	Thiago Moyses	1981	\N	['visual_effects', 'director', 'writer']	['tt3727938', 'tt3727922', 'tt1324898', 'tt3727970']
nm3199492	Michael Mayer	\N	\N	['director', 'producer', 'writer']	['tt5273238', 'tt2318625', 'tt1727264', 'tt8563656']
nm3199698	John Murphy	1924	1998	['writer']	['tt1325799', 'tt9390232', 'tt1570377']
nm3203063	Róbert Sveda	1975	\N	['director', 'producer', 'writer']	['tt1797689', 'tt6554974', 'tt1774342', 'tt2890142']
nm3204856	Divy Nidhi Sharma	\N	\N	['writer', 'miscellaneous']	['tt1305840', 'tt5697728', 'tt1900118', 'tt14137392']
nm3205056	David Gilna	\N	\N	['writer', 'producer', 'actor']	['tt12437110', 'tt0363547', 'tt13756114', 'tt8666018']
nm3209529	Max Leonida	1969	\N	['director', 'producer', 'writer']	['tt4550108', 'tt3312604', 'tt1339556', 'tt1433804']
nm3218500	Diana Montenegro	\N	\N	['director', 'writer', 'producer']	['tt1332120', 'tt13804322', 'tt6499526', 'tt2377184']
nm3227028	Lewis Marklin Mash	1974	\N	['producer', 'editor', 'writer']	['tt5740860', 'tt1384924', 'tt7788708', 'tt1415261']
nm3228500	Dustin Woodard	\N	\N	['producer', 'director', 'writer']	['tt12220934', 'tt1337722', 'tt3182558']
nm3229134	Alec Sullivan	\N	\N	['actor', 'cinematographer', 'director']	['tt3358250', 'tt5721544', 'tt1850596', 'tt4470692']
nm3232349	Iwonka Swenson	\N	\N	['producer', 'writer', 'miscellaneous']	['tt1538296', 'tt1802968', 'tt12586202', 'tt2231118']
nm3232956	Pamela Kay	\N	\N	['writer', 'director', 'editor']	['tt5034280', 'tt1337618']
nm3234452	Benjamin Kegan	\N	\N	['writer', 'director', 'camera_department']	['tt13220532', 'tt1337553', 'tt4066310']
nm3236627	Assia Lakhlif	\N	\N	['producer', 'director', 'writer']	['tt2345519', 'tt1574585', 'tt1337709', 'tt2359465']
nm3236884	Monica Sherer	1990	\N	['writer', 'actress', 'producer']	['tt9434996', 'tt5594490', 'tt5572438']
nm3238362	Melanie Adelman	\N	\N	['writer', 'actress', 'producer']	['tt1342856', 'tt2241039', 'tt1773217']
nm3238607	Kenneth Castillo	\N	\N	['director', 'writer', 'producer']	['tt5344100', 'tt8509658', 'tt11534426', 'tt2051850']
nm3246845	Pawan Parkhi	\N	\N	['director', 'assistant_director']	['tt2282359', 'tt3676882', 'tt15528882', 'tt6805492']
nm3246920	Josh Margulies	\N	\N	['actor', 'producer', 'miscellaneous']	['tt6484002', 'tt8986874', 'tt7113860', 'tt15325916']
nm3248639	Selene Kapsaski	1986	\N	['producer', 'director', 'cinematographer']	['tt4879102', 'tt13487430', 'tt1346290', 'tt2262129']
nm3253005	Carlos Eloy Castro	\N	\N	['writer']	['tt1686718', 'tt11244786', 'tt11645094', 'tt2848978']
nm3270752	Michele Baldwin	\N	\N	['producer', 'actress', 'writer']	['tt12026182', 'tt4340726', 'tt1275472', 'tt5985346']
nm3278218	Jeff Loveness	\N	\N	['writer', 'producer', 'actor']	['tt5850440', 'tt5889946', 'tt0386676', 'tt0320037']
nm3284986	Matt LePage	\N	\N	['actor', 'script_department', 'writer']	['tt10757110', 'tt10135684', 'tt1450692', 'tt12267118']
nm3285961	Ashleigh Randell	\N	\N	['assistant_director', 'director', 'make_up_department']	['tt1367144', 'tt1575269', 'tt1384924']
nm3286232	Drew Kaufman	\N	\N	['actor', 'writer']	['tt1367144', 'tt1075746', 'tt1486545']
nm3289740	Erik Hinrichsen	\N	\N	['editorial_department', 'director', 'editor']	['tt7235518', 'tt5611092', 'tt4074072', 'tt5012016']
nm3293702	Brennan Lee Mulligan	\N	\N	['actor', 'writer', 'producer']	['tt1363468', 'tt11126722', 'tt9646546', 'tt1754716']
nm3301002	Eugean Smith	\N	\N	['producer', 'writer']	['tt1367144', 'tt1494726', 'tt1575269']
nm3304183	Andrew Kaufman	\N	\N	['writer']	['tt1367144', 'tt2354136']
nm3309200	Estefania Veira	\N	\N	['director', 'editor', 'writer']	['tt2445342', 'tt4498416', 'tt2844696', 'tt2304607']
nm3310147	Trevor Garner	\N	\N	['actor', 'writer', 'director']	['tt4531936', 'tt2271059', 'tt2153366', 'tt3813448']
nm3324103	Jeff Dickamore	\N	\N	['actor', 'miscellaneous', 'director']	['tt8299062', 'tt8951646', 'tt7258122']
nm3331429	Mario Cruz	\N	\N	['writer']	['tt0131166']
nm3334627	Gordan Matic	1971	\N	['writer', 'director', 'producer']	['tt14032444', 'tt2636650', 'tt2069984', 'tt5145388']
nm3340250	Boris Malagurski	1988	\N	['director', 'writer', 'editor']	['tt1382271', 'tt15484634', 'tt9417594', 'tt11595416']
nm3347406	Craig Ferrell	\N	\N	['actor', 'writer', 'producer']	['tt2076145', 'tt1387418']
nm3347577	Bobby C. Dodd	\N	\N	['cinematographer', 'producer', 'camera_department']	['tt11614144', 'tt5220804', 'tt14280136', 'tt8734896']
nm3355474	Geoff Crackett	\N	\N	['writer']	['tt2171688', 'tt1472558', 'tt1391091']
nm3359403	Anthony Falleroni	\N	\N	['editor', 'director', 'writer']	['tt1727867', 'tt3239412', 'tt4032322', 'tt2610260']
nm3361196	Daniele Gangemi	1980	\N	['writer', 'director', 'cinematographer']	['tt13352136', 'tt13352176', 'tt13345872', 'tt1391834']
nm3362570	M. Black	\N	\N	['director', 'editor', 'producer']	['tt5041870', 'tt1381658', 'tt1435988', 'tt5034442']
nm3378785	Channing Sargent	\N	\N	['actress', 'producer', 'writer']	['tt5599274', 'tt4085066', 'tt4089568', 'tt2073572']
nm3394923	Altan Dönmez	\N	\N	['director', 'assistant_director', 'cinematographer']	['tt3052000', 'tt7550774', 'tt11149738', 'tt12439466']
nm3406426	Josel Garlitos	\N	\N	['writer', 'miscellaneous', 'actor']	['tt11941258', 'tt1415287', 'tt1827693', 'tt2255053']
nm3406492	Leiv Igor Devold	1977	\N	['director', 'writer', 'producer']	['tt4086320', 'tt1882147', 'tt4092580', 'tt1415905']
nm3407911	Jacob David Smith	\N	\N	['producer', 'actor', 'writer']	['tt0357413', 'tt4506234', 'tt6829192', 'tt8430204']
nm3417994	Lupe Casares	\N	\N	['production_manager', 'producer', 'actor']	['tt8571338', 'tt1424763', 'tt2135412', 'tt2130065']
nm3418376	Virginia Lawton	\N	\N	['actress', 'director', 'writer']	['tt14486032', 'tt14539176', 'tt14202268', 'tt14577494']
nm3422958	Mag Hsu	1966	\N	['writer', 'script_department', 'director']	['tt3877346', 'tt14051714', 'tt8443704', 'tt2473942']
nm3429870	Tim Ward	\N	\N	['director', 'producer']	['tt0282297', 'tt1430781']
nm3432219	Jesus Cantu Medel	\N	\N	['director']	['tt1424763']
nm3446789	Ahmet Katiksiz	1981	\N	['assistant_director', 'director', 'producer']	['tt3565486', 'tt10516352', 'tt1668191', 'tt9124428']
nm3454839	Josh Halloway	\N	\N	['writer', 'producer', 'miscellaneous']	['tt5889946', 'tt0320037', 'tt1441109', 'tt7235270']
nm3486538	Rajan Shahi	\N	\N	['producer', 'director', 'actor']	['tt7112704', 'tt9833584', 'tt11671144', 'tt8466842']
nm3493303	Ilya Farfell	\N	\N	['producer', 'assistant_director', 'director']	['tt1600482', 'tt1451680', 'tt1513072', 'tt3072482']
nm3528106	Matthew Starr	\N	\N	['actor', 'writer', 'producer']	['tt2061693', 'tt6237114', 'tt4410694', 'tt2059192']
nm3533727	Michael Adams Davis	\N	\N	['writer', 'actor', 'cinematographer']	['tt4907178', 'tt5028218', 'tt1679212', 'tt3063316']
nm3534159	Michael Schroeder	\N	\N	['writer', 'editor', 'director']	['tt1679212', 'tt2095248', 'tt11290618', 'tt10564196']
nm3546188	Ryan Goldberg	\N	\N	['miscellaneous', 'producer', 'writer']	['tt1867880', 'tt2101341', 'tt12698288', 'tt12695672']
nm3558077	Béla Baptiste	\N	\N	['director', 'actor', 'writer']	['tt12643834', 'tt8761758', 'tt0490215', 'tt11775300']
nm3563945	Tim Barnes	\N	\N	['writer', 'producer', 'actor']	['tt7599936', 'tt3444938', 'tt10213542']
nm3570841	Maude Garrett	1986	\N	['producer', 'director', 'actress']	['tt5206510', 'tt1480165', 'tt7491928', 'tt11921258']
nm3580478	Brennan Gordon McNichol	\N	\N	['producer', 'director', 'art_director']	['tt12985634', 'tt11433480', 'tt2170667', 'tt11433538']
nm3583561	Larry Rosen	\N	\N	['producer', 'director', 'writer']	['tt3350376', 'tt4890154', 'tt4801456', 'tt4070128']
nm3586491	Mark Grabianowski	\N	\N	['editor', 'director', 'producer']	['tt12799620', 'tt11607654', 'tt4558428', 'tt6906506']
nm3591415	Brandyn Cross	\N	\N	['writer', 'producer', 'actor']	['tt6132770', 'tt1734589', 'tt4630444', 'tt2324928']
nm3592682	Bryant Paul Richardson	\N	\N	['director', 'producer', 'editor']	['tt1500861', 'tt1740717', 'tt2185056', 'tt8203614']
nm3594011	David Sigurani	\N	\N	['miscellaneous', 'producer', 'writer']	['tt7718088', 'tt1509757', 'tt1355630', 'tt1500517']
nm3600589	Christian Deitering	\N	\N	['camera_department', 'producer', 'writer']	['tt1492831', 'tt4422214', 'tt2512738', 'tt8365522']
nm3601984	Adam Pedersen	\N	\N	['writer', 'director', 'producer']	['tt3986552', 'tt2865188', 'tt11171628', 'tt5272962']
nm3610942	Jerad Marantz	\N	\N	['art_department', 'costume_department', 'make_up_department']	['tt0480249', 'tt1211837', 'tt1160419', 'tt1825683']
nm3611210	Mark W. Altman	\N	\N	['actor', 'writer', 'assistant_director']	['tt1692211', 'tt2980480', 'tt1509134']
nm3618899	Ryan Tellez	\N	\N	['editor', 'director', 'visual_effects']	['tt11696314', 'tt1513721', 'tt1679212', 'tt2095248']
nm3619196	Izak Rappaport	1988	\N	['producer', 'director', 'miscellaneous']	['tt1499658', 'tt1822396', 'tt7889590', 'tt1826612']
nm3619519	Derek G. Turesky	\N	\N	['director', 'writer', 'editor']	['tt1513049']
nm3626646	Dustyn Lotz	\N	\N	['script_department', 'producer', 'writer']	['tt12143924', 'tt8059152', 'tt5336718', 'tt11778726']
nm3637895	José Manuel Bueno	\N	\N	['writer', 'editor', 'producer']	['tt2251327', 'tt3467658', 'tt1792128', 'tt1750557']
nm3639185	Cybela Clare	\N	\N	['director', 'producer', 'editor']	['tt3733138', 'tt1524156', 'tt11905190', 'tt5866386']
nm3643266	Anthony Anderson	\N	\N	['actor', 'director', 'writer']	['tt1559356', 'tt5171286', 'tt1525927', 'tt14875668']
nm3676644	Matthew Oquendo	1990	\N	['director', 'cinematographer', 'editor']	['tt4758454', 'tt2089802', 'tt7252786', 'tt6587518']
nm3676907	Jimmy Barker	\N	\N	['writer', 'director', 'actor']	['tt7321714', 'tt15682580', 'tt15203226', 'tt3109914']
nm3678492	Lukas Colombo	1987	\N	['cinematographer', 'producer', 'director']	['tt2456384', 'tt3074856', 'tt5649386', 'tt4836340']
nm3680647	Zachary Lennon-Simon	\N	\N	['editor', 'actor', 'writer']	['tt9820686', 'tt1625151', 'tt3703634', 'tt1717686']
nm3690857	Jody Marriott Bar-Lev	\N	\N	['producer', 'writer', 'director']	['tt2378585', 'tt4146194', 'tt7466496', 'tt5699354']
nm3693404	Kenichi Iwabuchi	\N	\N	['actor', 'producer', 'writer']	['tt2957862', 'tt2917944', 'tt3340612', 'tt5596314']
nm3694772	Yannis Voliotis	1986	\N	['writer', 'editor', 'director']	['tt1545568', 'tt15208600', 'tt13037736', 'tt13788874']
nm3704711	Leslie Lugosi	\N	\N	['producer', 'director', 'editor']	['tt1754608', 'tt2343431', 'tt2000397']
nm3710326	Michael Chinnici	\N	\N	['editor', 'actor', 'cinematographer']	['tt10477668', 'tt6056642', 'tt1839493', 'tt2344145']
nm3711989	Marc Colombo	\N	\N	['actor', 'producer', 'writer']	['tt2581126', 'tt2557252', 'tt1723760', 'tt2479942']
nm3717483	Tim Ward	\N	\N	['producer']	['tt1397480']
nm3727165	Dora Tzerounian	\N	\N	['actress', 'director', 'cinematographer']	['tt11318534', 'tt13577370', 'tt11185112']
nm3734080	Arcade Riley	\N	\N	['actor', 'writer', 'producer']	['tt7386668', 'tt2242637', 'tt3648112', 'tt8559270']
nm3745066	Andrew Catania	\N	\N	['miscellaneous', 'camera_department', 'director']	['tt0993840', 'tt1867880', 'tt6723592', 'tt4073790']
nm3745387	Ciro Ayala	\N	\N	['director', 'editor', 'producer']	['tt13298966', 'tt4795514', 'tt7514654']
nm3749440	Jon Ebeling	\N	\N	['actor', 'writer', 'producer']	['tt4556372', 'tt10364178', 'tt12773752', 'tt13439092']
nm3754378	Daniel Doherty II	\N	\N	['cinematographer', 'director', 'editor']	['tt1583305', 'tt1595033', 'tt2520306', 'tt1791487']
nm3762653	Sam Felman	1989	\N	['miscellaneous', 'director', 'actor']	['tt11729018', 'tt1156398', 'tt6174226', 'tt8962238']
nm3771514	James H. Brown	\N	\N	['director']	['tt0281732']
nm3782756	Elif Usman	\N	\N	['writer']	['tt6396252', 'tt3142878', 'tt6162588', 'tt11896074']
nm3786706	Bob Rice	\N	\N	['director']	['tt1592577']
nm3795134	Noah Baron	\N	\N	['actor', 'producer', 'director']	['tt5114356', 'tt1442464', 'tt10338496', 'tt0475290']
nm3795227	Sheldon Ludwig	\N	\N	['producer', 'visual_effects', 'casting_department']	['tt2154752', 'tt9099570', 'tt2153418', 'tt8586354']
nm3795525	Derek Shane Garcia	\N	\N	['producer', 'editor', 'director']	['tt7281262', 'tt2299710', 'tt3782908', 'tt1409024']
nm3801060	Brenton House	\N	\N	['director', 'producer', 'actor']	['tt1600468', 'tt1719488', 'tt1719690']
nm3815014	Ashish Shrivastav	\N	\N	['director', 'assistant_director']	['tt1605277', 'tt9833584', 'tt1900118', 'tt3248552']
nm3815573	Vikas Gupta	\N	\N	['miscellaneous', 'writer', 'producer']	['tt2375256', 'tt3213338', 'tt8351480', 'tt4014320']
nm3831825	Luigi Maria Perotti	\N	\N	['director', 'writer', 'producer']	['tt2122378', 'tt1614969', 'tt3746758', 'tt6704116']
nm3840790	Dan Tirman	\N	\N	['actor', 'writer', 'producer']	['tt1617043', 'tt1978852']
nm3842572	Madeline Whitby	\N	\N	['writer', 'actress', 'soundtrack']	['tt8367686', 'tt5572438', 'tt14239088', 'tt9434996']
nm3849582	Lisandro Boccacci	\N	\N	['actor', 'producer', 'writer']	['tt10696896', 'tt1621939', 'tt5220804', 'tt1656652']
nm3853537	Rebecca Kaplan	\N	\N	['writer', 'editor', 'director']	['tt3782908', 'tt2619792', 'tt1625151', 'tt2299710']
nm3856326	Isaac Shrem	\N	\N	['miscellaneous', 'director', 'writer']	['tt1458809', 'tt1625151', 'tt9769678']
nm3856850	Mélinda Tenenzapf	\N	\N	['editorial_department', 'director', 'writer']	['tt7382456', 'tt8289196', 'tt1625151', 'tt3773792']
nm3859886	Toni Gascó	\N	\N	['director', 'writer', 'producer']	['tt3824066', 'tt5845966', 'tt8464480', 'tt9805688']
nm3871279	Aniez	\N	\N	['actor', 'producer', 'writer']	['tt8464480', 'tt13904004', 'tt8126410', 'tt10883502']
nm3872444	Noah Antwiler	1980	\N	['actor', 'writer', 'producer']	['tt1872641', 'tt1757779', 'tt2270382', 'tt1818548']
